"Time","PVR.I","PVR.Vd","Compliance.I","Systemic Resistance.I","Systemic Resistance.Vd"
0,-0.00167150672313262,-0.200580806775914,-0.00187464128742336,0.0035461480105559,36.5856090249052
0.01171875,-0.00238603332664401,-0.286323999197281,-0.0019099561510165,0.00429598947766046,44.3217234410229
0.0234375,-0.00308832796199544,-0.370599355439452,-0.00181348627912983,0.0049018142411254,50.5720175256907
0.03515625,-0.00373367707216972,-0.448041248660367,-0.00160999399765081,0.00534367106982056,55.1306544273388
0.046875,-0.0042860037476245,-0.514320449714941,-0.00132099350952254,0.00560699725714696,57.8473907019852
0.05859375,-0.00471693889948227,-0.566032667937872,-0.000966190054569965,0.00568312895405239,58.6328414189585
0.0703125,-0.00500530983359668,-0.600637180031601,-0.000564297149136389,0.00556960698273291,57.4616352408554
0.08203125,-0.00513684992342736,-0.616421990811283,-0.000133420492958697,0.00527027041638618,54.3733798858562
0.09375,-0.00510399320572409,-0.61247918468689,0.000308856704281921,0.00479513650144213,49.4714232853784
0.10546875,-0.00490566103538706,-0.588679324246447,0.000745588949793249,0.00416007208559392,42.9194637070724
0.1171875,-0.00454697974610883,-0.54563756953306,0.0011607114466132,0.0033862682994955,34.9361300458951
0.12890625,-0.00403889212932757,-0.484667055519308,0.0015393555804019,0.00249953654892565,25.7877185752659
0.140625,-0.00339764382721851,-0.407717259266221,0.00186819416674697,0.00152944966047156,15.7793321470851
0.15234375,-0.00264413998476741,-0.317296798172089,0.00213578291543592,0.000508357069331494,5.24471988429302
0.1640625,-0.0018031787219055,-0.21638144662866,0.00233287166461848,-0.000529692942712984,-5.46484208996986
0.17578125,-0.000902576804042273,-0.108309216485073,0.00245266471087042,-0.00155008790682818,-15.9922569347463
0.1875,2.77902962466658E-05,0.0033348355495999,0.0024910145160105,-0.00251880481225714,-25.9865092480569
0.19921875,0.000957006697888504,0.11484080374662,0.00244653751985343,-0.00340354421774206,-35.1143656944448
0.2109375,0.00185416207107327,0.222499448528792,0.00232064490764571,-0.00417480697871911,-43.0714835994451
0.22265625,0.0026893926077349,0.322727112928188,0.00211748505725842,-0.0048068776649934,-49.592556869737
0.234375,0.00343488381537587,0.412186057845105,0.00184379804746312,-0.00527868186283904,-54.4601607789104
0.24609375,0.00406580273887685,0.487896328665222,0.00150868602703644,-0.00557448876591317,-57.5120005979262
0.2578125,0.00456112923917423,0.547335508700908,0.00112330638228685,-0.00568443562146104,-58.6463223066135
0.26953125,0.00490435909853636,0.588523091824364,0.000700497441933956,-0.00560485654047057,-57.8253049280348
0.28125,0.00508405584200347,0.610086701040416,0.000254348862969045,-0.00533840470497281,-55.0763213412044
0.29296875,0.00509423310352147,0.611307972422576,-0.000200269208217183,-0.00489396389530419,-50.4910255078533
0.3046875,0.00493455494335563,0.592146593202676,-0.000648202658037833,-0.0042863522853177,-44.2222965276227
0.31640625,0.004610347544016,0.55324170528192,-0.00107451916386775,-0.0035358283801481,-36.4791413979879
0.328125,0.00413242196724822,0.495890636069786,-0.0014650063989069,-0.00266741556834125,-27.5197264185767
0.33984375,0.00351671393116474,0.422005671739768,-0.00180664612311571,-0.00171006780804912,-17.6427695756428
0.3515625,0.0027837526516857,0.334050318202284,-0.00208804838772247,-0.000695704263963205,-7.17758089130838
0.36328125,0.00195797648094829,0.234957177713795,-0.00229983139981754,0.000341854918869232,3.52691719797387
0.375,0.00106691817599502,0.128030181119403,-0.00243493439789177,0.00136801622189672,14.1138233613085
0.38671875,0.000140286972730497,0.0168344367276596,-0.00248885311761479,0.0023485661448842,24.2301569167703
0.3984375,-0.000791021922647624,-0.0949226307177149,-0.00245979000461316,0.00325081192726091,33.5386266535508
0.41015625,-0.00169595739488731,-0.203514887386477,-0.00234871417108896,0.00404467156597633,41.7288765461778
0.421875,-0.00254434768659883,-0.305321722391859,-0.00215932910074457,0.00470367678734357,48.5278334150236
0.43359375,-0.00330790635138959,-0.396948762166751,-0.00189794918117146,0.00520585553256082,53.7088115294299
0.4453125,-0.00396117535186287,-0.475341042223544,-0.00157328918189421,0.00553446453375679,57.0990705947688
0.45703125,-0.00448237385730644,-0.537884862876773,-0.00119617369826391,0.00567854755557047,58.5855751308205
0.46875,-0.00485412444033818,-0.582494932840582,-0.00077917624946193,0.00563330068980032,58.1187632166699
0.48046875,-0.00506403245968627,-0.607683895162353,-0.000336200064061848,0.00540023252374815,55.7141989475097
0.4921875,-0.00510509931140245,-0.612611917368294,0.000117985469354501,0.00498711384204827,51.452053508412
0.50390625,-0.00497595576995581,-0.597114692394697,0.000568237230966773,0.004407718538989,45.4744321667496
0.515625,-0.0046809076391557,-0.561708916698684,0.000999543259519828,0.00368136437963599,37.9806363047045
0.52734375,-0.0042297921907336,-0.507575062888032,0.00139752326937567,0.00283226892135795,29.2205184616499
0.5390625,-0.00363765017702355,-0.436518021242826,0.00174890810688468,0.00188874207013877,19.4861519376217
0.55078125,-0.00292422435319638,-0.350906922383566,0.00204198216033619,0.000882242192860257,9.10209270373927
0.5625,-0.00211330122890865,-0.253596147469038,0.00226697397295406,-0.00015367274404541,-1.58544170031649
0.57421875,-0.00123191799616608,-0.14783015953993,0.00241638203538838,-0.0011844640392223,-12.2201154926565
0.5859375,-0.000309461075402676,-0.0371353290483212,0.00248522489535115,-0.00217576381994841,-22.4473553304078
0.59765625,0.000623313664633107,0.0747976397559729,0.00247120724542006,-0.00309452091005305,-31.9261722290174
0.609375,0.001535306346097,0.18423676153164,0.00237479645142541,-0.00391010279752237,-40.3405305620383
